n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,recall_micro_max,precision_micro_max,time
900.0,28.0,0.02,0.19,8.0,0.3529697911062217,0.7478172902163849,0.18293139653412988
900.0,40.0,0.3,0.17,6.0,0.3529697911062217,0.7478172902163849,0.17352465993386368
300.0,12.0,0.1,0.15,4.0,0.3529697911062217,0.7478172902163849,0.042359841935721496
500.0,8.0,0.3,0.03,2.0,0.35412931219758964,0.748421481649013,0.0801961092469291
1100.0,32.0,0.22,0.05,4.0,0.3687833652724965,0.7555479405564609,0.25894302218052156
1100.0,36.0,0.14,0.03,2.0,0.3713332887176233,0.7568095072201626,0.22263474509927889
1900.0,12.0,0.34,0.11,6.0,0.3573668708871194,0.7501470060061007,0.43510400945565236
1500.0,40.0,0.26,0.19,2.0,0.3529697911062217,0.7478172902163849,0.22852159967228308
1700.0,16.0,0.3,0.11,6.0,0.35950737608110866,0.7510868774851607,0.39733998047556474
500.0,36.0,0.3,0.11,2.0,0.3529697911062217,0.7478172902163849,0.07197831266166543
1300.0,28.0,0.38,0.15,10.0,0.3543325985204301,0.7485375548489709,0.3254992732584135
900.0,32.0,0.02,0.01,8.0,0.4887972238961547,0.7579322966017025,0.567033798796908
1300.0,24.0,0.14,0.15,10.0,0.3568673623625547,0.7494186858128771,0.34060404239936665
1700.0,40.0,0.02,0.05,4.0,0.3950886700290014,0.7613585021558772,0.455730205028248
1100.0,32.0,0.14,0.07,4.0,0.3771287215194601,0.7581755869315879,0.2610963518864861
900.0,20.0,0.02,0.01,10.0,0.4962331927245325,0.7570877067326252,0.6754706039696443
1100.0,16.0,0.3,0.11,2.0,0.3529697911062217,0.7478172902163849,0.17842611199956082
900.0,40.0,0.02,0.07,10.0,0.4039835605799394,0.7610509189051476,0.3557323328357416
1300.0,4.0,0.06,0.17,8.0,0.3529697911062217,0.7478172902163849,0.28756830225390023
1900.0,40.0,0.26,0.11,10.0,0.3726128976756372,0.7562687506622263,0.5895397595750969
1100.0,24.0,0.26,0.09,4.0,0.3588162157903721,0.7507427159751013,0.22796775631346206
1300.0,24.0,0.26,0.13,6.0,0.3583375196523212,0.7500466182668762,0.2919725054114505
1500.0,12.0,0.18,0.03,8.0,0.3997480882856005,0.7617245378049385,0.591331314821731
900.0,16.0,0.02,0.07,8.0,0.3953732786691184,0.7602376029456348,0.3072034279673749
1700.0,40.0,0.38,0.17,4.0,0.3529697911062217,0.7478172902163849,0.3008739754076082
900.0,16.0,0.02,0.03,8.0,0.4462457219099926,0.7611926051855927,0.4198613198756086
300.0,20.0,0.34,0.05,10.0,0.3758365871872563,0.7576518280169512,0.09265258762911595
100.0,4.0,0.34,0.11,6.0,0.3557113234413352,0.7492617325502124,0.0072314771504241315
500.0,40.0,0.3,0.01,6.0,0.3698796514529526,0.7554668873493948,0.1371501306937365
1100.0,36.0,0.22,0.09,8.0,0.3746575525861674,0.7568118380890212,0.32685084994686875
300.0,32.0,0.14,0.13,10.0,0.36820291603072897,0.7543344310281735,0.0732487980135345
1500.0,20.0,0.26,0.17,6.0,0.3529697911062217,0.7478172902163849,0.2998992431821702
1700.0,24.0,0.18,0.11,8.0,0.3710406565537551,0.7556280179380331,0.4789384022175566
500.0,12.0,0.26,0.13,2.0,0.3529697911062217,0.7478172902163849,0.07122402307795646
700.0,12.0,0.22,0.07,2.0,0.35599944366854763,0.7494348851548917,0.1258054594643203
500.0,16.0,0.26,0.13,8.0,0.3634104210714895,0.7525242669542029,0.11841538573282563
1900.0,40.0,0.18,0.05,2.0,0.36251460335947816,0.7525053381667497,0.3679096431298275
100.0,40.0,0.02,0.07,4.0,0.38160009225717656,0.7589358097140769,0.008610422659148884
300.0,40.0,0.3,0.07,10.0,0.3754071763227845,0.7571298193738674,0.09025401870431414
100.0,40.0,0.26,0.17,4.0,0.3529697911062217,0.7478172902163849,0.002213954046767521
500.0,4.0,0.06,0.11,6.0,0.3678008898391129,0.7544394767590398,0.11110682545615531
700.0,4.0,0.26,0.15,2.0,0.3529697911062217,0.7478172902163849,0.10293095885745521
1500.0,20.0,0.26,0.09,4.0,0.3593029728023186,0.7510084656965431,0.31837085289634026
500.0,16.0,0.18,0.07,2.0,0.3595026607293157,0.7510917854858391,0.0813713042759168
100.0,12.0,0.26,0.17,4.0,0.3529697911062217,0.7478172902163849,0.0022299090959447126
1700.0,4.0,0.26,0.11,2.0,0.3529697911062217,0.7478172902163849,0.2889106879872424
700.0,36.0,0.18,0.07,2.0,0.3592101566476687,0.7509513389932165,0.12042620271034717
700.0,20.0,0.02,0.19,8.0,0.3529697911062217,0.7478172902163849,0.13868353066861477
300.0,32.0,0.06,0.05,8.0,0.4213868168535422,0.7617494718602382,0.1070683310019377
1300.0,20.0,0.1,0.11,8.0,0.37055247796622026,0.7555172231477919,0.362798006788286
900.0,8.0,0.22,0.17,4.0,0.3529697911062217,0.7478172902163849,0.15369331300372785
500.0,12.0,0.14,0.15,10.0,0.3579520802038946,0.7500103737469022,0.12148671675841348
1300.0,40.0,0.34,0.01,4.0,0.36038312149714463,0.7516967622904088,0.2984345949182816
1900.0,4.0,0.14,0.03,2.0,0.36644281323713146,0.7545121463324703,0.3781559320967847
1500.0,24.0,0.02,0.09,4.0,0.3662270377106219,0.7539476388508578,0.33272396718554814
500.0,40.0,0.26,0.09,8.0,0.37114913312742404,0.7556586790881231,0.13544608782697903
1700.0,16.0,0.18,0.11,10.0,0.3765356577170085,0.7569822850499766,0.5410933590554247
1700.0,24.0,0.26,0.01,6.0,0.3751555549110482,0.7576582197473948,0.5294484673878301
300.0,28.0,0.3,0.01,10.0,0.3835139725622089,0.7595438801669255,0.10942050900483725
500.0,28.0,0.22,0.07,10.0,0.3871584721622582,0.7592793685920605,0.17493341642728716
300.0,8.0,0.38,0.19,2.0,0.3529697911062217,0.7478172902163849,0.0324930589446609
500.0,28.0,0.02,0.07,2.0,0.3641793108386042,0.7532117248457484,0.08322110418772723
100.0,20.0,0.06,0.17,8.0,0.3529697911062217,0.7478172902163849,0.006578997129576849
1100.0,16.0,0.1,0.01,4.0,0.4136940344028194,0.7629131852145237,0.3451833379065996
1900.0,4.0,0.3,0.19,2.0,0.3529697911062217,0.7478172902163849,0.2942280655232332
1300.0,12.0,0.18,0.17,6.0,0.3529697911062217,0.7478172902163849,0.2582739851775411
900.0,28.0,0.34,0.03,10.0,0.3758259603573405,0.7579261549228957,0.32911676662122585
500.0,24.0,0.26,0.19,10.0,0.3529697911062217,0.7478172902163849,0.10432196087924216
1500.0,24.0,0.14,0.17,10.0,0.3529697911062217,0.7478172902163849,0.368531487058725
700.0,32.0,0.18,0.17,4.0,0.3529697911062217,0.7478172902163849,0.11576145950428764
500.0,32.0,0.34,0.17,10.0,0.3532590871525091,0.7479776581292262,0.11164343338298614
1900.0,24.0,0.02,0.07,2.0,0.3643837485975285,0.7534704379842684,0.36302278411246663
700.0,32.0,0.22,0.03,6.0,0.3821026024280208,0.7598094326631063,0.20906294616327575
1100.0,28.0,0.3,0.19,4.0,0.3529697911062217,0.7478172902163849,0.1846695774163477
1100.0,20.0,0.3,0.07,4.0,0.3596882097079465,0.7513351367156739,0.23347288847099873
1300.0,24.0,0.34,0.15,8.0,0.3532586244269072,0.7479725605075502,0.30031863359280564
1700.0,12.0,0.1,0.01,10.0,0.4450925385840232,0.7600285881346602,0.9999999999999999
1300.0,24.0,0.06,0.09,8.0,0.37994043779553616,0.7578880605832429,0.4006088156511903
500.0,36.0,0.1,0.19,2.0,0.3529697911062217,0.7478172902163849,0.06513440381795868
100.0,4.0,0.3,0.01,6.0,0.3680224541102629,0.7551686477100512,0.013506595058664767
1300.0,8.0,0.18,0.01,4.0,0.38131847083605575,0.7587966794384001,0.35724800256933537
1500.0,28.0,0.38,0.11,6.0,0.35589625650549545,0.7493743339029341,0.328323324614466
500.0,28.0,0.14,0.09,6.0,0.3764272124102525,0.7575462412065511,0.12179517679156683
1900.0,24.0,0.06,0.09,6.0,0.37437975889252345,0.7569881570765882,0.5091492540395997
700.0,16.0,0.1,0.09,10.0,0.3845152564163161,0.7570205774069575,0.23935910795372328
100.0,28.0,0.02,0.11,8.0,0.3681221856634863,0.7534521007589623,0.01264224739014718
100.0,36.0,0.3,0.13,10.0,0.3630338308332669,0.7518376006633292,0.012679455008626411
100.0,12.0,0.38,0.11,2.0,0.3529697911062217,0.7478172902163849,0.0006442442517172117
300.0,36.0,0.18,0.19,4.0,0.3529697911062217,0.7478172902163849,0.03846210797290996
1300.0,4.0,0.26,0.03,10.0,0.3857810952186714,0.7610870220858397,0.5147179067026489
1500.0,28.0,0.38,0.17,10.0,0.3529697911062217,0.7478172902163849,0.36293755066096334
300.0,16.0,0.02,0.11,10.0,0.3773998660182208,0.7571037184733199,0.08211738869725617
700.0,8.0,0.38,0.19,10.0,0.3529697911062217,0.7478172902163849,0.15236189979401454
900.0,36.0,0.1,0.19,2.0,0.3529697911062217,0.7478172902163849,0.13040253239826016
1900.0,12.0,0.34,0.05,4.0,0.35910309752563674,0.7510302550368475,0.4174740601488008
1100.0,28.0,0.18,0.03,2.0,0.3650600501801014,0.7538122267482321,0.21470930301475244
100.0,12.0,0.34,0.13,2.0,0.3529697911062217,0.7478172902163849,0.0004622730326186361
1700.0,12.0,0.02,0.17,6.0,0.3529697911062217,0.7478172902163849,0.3430565876215406
700.0,32.0,0.3,0.01,4.0,0.3628255924546371,0.7529746302864511,0.16019689380022245
100.0,16.0,0.18,0.01,10.0,0.41642518683838253,0.7616032483357389,0.03414827382621367
700.0,28.0,0.02,0.11,8.0,0.3705493485573165,0.7550866004233995,0.188157571025044
500.0,4.0,0.18,0.01,8.0,0.3943756788603491,0.7630572647905314,0.18123330413172062
100.0,36.0,0.14,0.19,10.0,0.3529697911062217,0.7478172902163849,0.0074319501562274196
1100.0,8.0,0.34,0.03,6.0,0.365272017752516,0.7542057257344018,0.29524267325643805
1900.0,36.0,0.34,0.19,10.0,0.3529697911062217,0.7478172902163849,0.441849155384446
700.0,40.0,0.3,0.05,4.0,0.36174442018267816,0.7524000311508622,0.14847343457849893
1500.0,8.0,0.3,0.03,8.0,0.3752461825061161,0.7579764076951394,0.5074463959095288
300.0,28.0,0.06,0.17,2.0,0.3529697911062217,0.7478172902163849,0.03323689631966903
