binned_RP1,binned_IP1,binned_WP1,binned_VAP1,binned_TPMIN1,binned_TPMAX1,binned_RP2,binned_IP2,binned_WP2,binned_VAP2,binned_TPMIN2,binned_TPMAX2,binned_RP3,binned_IP3,binned_WP3,binned_VAP3,binned_TPMIN3,binned_TPMAX3,Yield_max,Cost
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",15875.0,0.5481543324666666
"(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",8025.0,0.4602851322666666
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",12652.0,0.4866533884666666
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",5545.0,0.4842742617555556
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",3184.0,0.5323708401777778
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",1179.0,0.5496760547111111
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",16222.0,0.503917432911111
"(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",19719.0,0.6142134081333334
"(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",5595.0,0.5477497812000001
"(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",1427.0,0.4550677923111111
"(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",8390.0,0.4934594698666667
"(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",1932.0,0.4906984794888888
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",15779.0,0.5475496209333333
"(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",987.0,0.5059282893111111
"(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",15249.0,0.6519179017111112
"(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",11316.0,0.5578514021333334
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",18658.0,0.6022096089777778
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",17366.0,0.6566377416666668
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",16832.0,0.5097930961555556
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",20072.0,0.6902673371777778
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",4647.0,0.4846843519333333
"(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",918.0,0.5804911604666667
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",18195.0,0.5816999170888889
"(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",16794.0,0.5600041356888888
"(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",7839.0,0.5500969720222222
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",434.0,0.487070298288889
"(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",17286.0,0.5441728865333334
"(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",15504.0,0.6077697940222223
"(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",1263.0,0.4437980211555555
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",12990.0,0.4892244583333334
"(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",2253.0,0.5511665254222221
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",13734.0,0.4934734450888889
"(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",23209.0,0.6295342138888887
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",13981.0,0.4643427944444445
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",25.0,0.5769788927333334
"(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",7360.0,0.5636595395333334
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",12075.0,0.5172737938
"(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",18227.0,0.687231401488889
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",1496.0,0.5310769170888889
"(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",4279.0,0.5162261968
"(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",13647.0,0.559195899777778
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",5074.0,0.4606634841777777
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",15251.0,0.4978662517111111
"(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",14249.0,0.5662702854666667
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",648.0,0.4945209072666667
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",15257.0,0.5229980649555556
"(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",10492.0,0.526001354911111
"(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",18223.0,0.6721104151777778
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",12070.0,0.5985496299111112
"(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",550.0,0.4169507959333334
"(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",16764.0,0.537677851711111
"(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",5152.0,0.5404213337555556
"(17.5, 30.0]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",16035.0,0.6016487254222223
"(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",2095.0,0.5316769010666668
"(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",71.0,0.4890718732888889
"(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",210.0,0.4745753944444444
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",8285.0,0.5313152478666666
"(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",12493.0,0.5930175583333334
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",16433.0,0.6158236938
"(4.975, 17.5]","(20000.0, 30000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",2077.0,0.5290488000000001
"(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]","(4.975, 17.5]","(9980.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",91.0,0.3923295243555555
"(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(17.5, 30.0]","(9980.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",12690.0,0.5550652771333333
